Player,Salary,Year,Tm
John Jenkins,469841,2017,PHO
Ronnie Price,465143,2017,PHO
Jarell Eddie,102898,2017,PHO
Elijah Millsap,23069,2017,PHO
Greg Monroe,17884176,2018,PHO
Brandon Knight,13618750,2018,PHO
Tyson Chandler,13000000,2018,PHO
Jared Dudley,10000000,2018,PHO
Alan Williams,6000000,2018,PHO
Josh Jackson,5090040,2018,PHO
Dragan Bender,4468800,2018,PHO
Alex Len,4187599,2018,PHO
Troy Daniels,3408520,2018,PHO
T.J. Warren,3152931,2018,PHO
Marquese Chriss,3073800,2018,PHO
Devin Booker,2319360,2018,PHO
Tyler Ulis,1312611,2018,PHO
Derrick Jones,1312611,2018,PHO
Davon Reed,815615,2018,PHO
Leandro Barbosa,500000,2018,PHO
Scottie Pippen,13750000,2001,POR
Rasheed Wallace,12600000,2001,POR
Shawn Kemp,11720000,2001,POR
Arvydas Sabonis,11250000,2001,POR
Damon Stoudamire,11250000,2001,POR
Steve Smith,8100000,2001,POR
Dale Davis,6000000,2001,POR
Greg Anthony,3500000,2001,POR
Will Perdue,2250000,2001,POR
Detlef Schrempf,2200000,2001,POR
Bonzi Wells,1528440,2001,POR
Gary Grant,1000000,2001,POR
Stacey Augmon,923500,2001,POR
Erick Barkley,712200,2001,POR
Antonio Harvey,611000,2001,POR
Scottie Pippen,18083564,2002,POR
Rasheed Wallace,14400000,2002,POR
Shawn Kemp,12660000,2002,POR
Damon Stoudamire,12375000,2002,POR
Dale Davis,7010000,2002,POR
Derek Anderson,6495000,2002,POR
Ruben Patterson,4538000,2002,POR
Steve Kerr,2406250,2002,POR
Bonzi Wells,2028239,2002,POR
Zach Randolph,1019280,2002,POR
Chris Dudley,1000000,2002,POR
Mitchell Butler,715850,2002,POR
Erick Barkley,638000,2002,POR
Rick Brunson,590850,2002,POR
Ruben Boumtje-Boumtje,332817,2002,POR
Scottie Pippen,19727524,2003,POR
Rasheed Wallace,16200000,2003,POR
Shawn Kemp,12621028,2003,POR
Damon Stoudamire,12375000,2003,POR
Dale Davis,8055000,2003,POR
Derek Anderson,7144500,2003,POR
Arvydas Sabonis,6850000,2003,POR
Bonzi Wells,6300000,2003,POR
Ruben Patterson,4991800,2003,POR
Antonio Daniels,3375000,2003,POR
Jeff McInnis,3000000,2003,POR
Zach Randolph,1095720,2003,POR
Chris Dudley,1030000,2003,POR
Qyntel Woods,980280,2003,POR
Amal McCaskill,699935,2003,POR
Charles Smith,637435,2003,POR
Ruben Boumtje-Boumtje,512435,2003,POR
Rasheed Wallace,17000000,2004,POR
Shawn Kemp,14941935,2004,POR
Damon Stoudamire,12375000,2004,POR
Dale Davis,9061875,2004,POR
Derek Anderson,7794000,2004,POR
Wesley Person,7700000,2004,POR
Ruben Patterson,5445600,2004,POR
Jeff McInnis,3300000,2004,POR
Zach Randolph,1172160,2004,POR
Qyntel Woods,1053720,2004,POR
Travis Outlaw,941040,2004,POR
Vladimir Stepania,751179,2004,POR
Ruben Boumtje-Boumtje,663679,2004,POR
Matt Carroll,349032,2004,POR
Kaniel Dickens,264011,2004,POR
Tracy Murray,143537,2004,POR
Shareef Abdur-Rahim,14625000,2005,POR
Damon Stoudamire,12500000,2005,POR
Nick Van Exel,11933252,2005,POR
Theo Ratliff,10937500,2005,POR
Derek Anderson,8443500,2005,POR
Darius Miles,6750000,2005,POR
Ruben Patterson,5899400,2005,POR
Arvydas Sabonis,3000000,2005,POR
Sebastian Telfair,1559280,2005,POR
Zach Randolph,1504272,2005,POR
Joel Przybilla,1500000,2005,POR
Qyntel Woods,1127280,2005,POR
Vladimir Stepania,1100000,2005,POR
Viktor Khryapa,1019400,2005,POR
Travis Outlaw,1011600,2005,POR
Richie Frahm,695046,2005,POR
Geno Carlisle,65779,2005,POR
Theo Ratliff,11666666,2006,POR
Zach Randolph,10666667,2006,POR
Derek Anderson,9093000,2006,POR
Darius Miles,7250000,2006,POR
Ruben Patterson,6353200,2006,POR
Martell Webster,2586120,2006,POR
Juan Dixon,2500000,2006,POR
Sebastian Telfair,1676280,2006,POR
Joel Przybilla,1560000,2006,POR
Viktor Khryapa,1095960,2006,POR
Travis Outlaw,1082160,2006,POR
Jarrett Jack,1058640,2006,POR
Sergei Monia,1016400,2006,POR
Steve Blake,1000000,2006,POR
Charles Smith,771123,2006,POR
Ha Seung-Jin,641748,2006,POR
Zach Randolph,12000000,2007,POR
Raef LaFrentz,11532037,2007,POR
Derek Anderson,9742500,2007,POR
Jamaal Magloire,8433334,2007,POR
Darius Miles,7750000,2007,POR
Joel Przybilla,5215000,2007,POR
LaMarcus Aldridge,4027320,2007,POR
Fred Jones,3100000,2007,POR
Martell Webster,2780160,2007,POR
Dan Dickau,2753218,2007,POR
Brandon Roy,2681880,2007,POR
Travis Outlaw,1836426,2007,POR
Jarrett Jack,1137960,2007,POR
Sergio Rodriguez,912000,2007,POR
Ime Udoka,744551,2007,POR
Stephen Graham,259204,2007,POR
Jeremy Richardson,120796,2007,POR
Steve Francis,15070000,2008,POR
Raef LaFrentz,12440787,2008,POR
Darius Miles,8250000,2008,POR
Joel Przybilla,5762575,2008,POR
Greg Oden,4662000,2008,POR
LaMarcus Aldridge,4329360,2008,POR
Steve Blake,4250000,2008,POR
Travis Outlaw,4000000,2008,POR
Martell Webster,2974080,2008,POR
James Jones,2900000,2008,POR
Brandon Roy,2883120,2008,POR
Channing Frye,2487240,2008,POR
Jarrett Jack,1217400,2008,POR
Sergio Rodriguez,817000,2008,POR
Von Wafer,770610,2008,POR
Josh McRoberts,427163,2008,POR
Steve Francis,17180000,2009,POR
Raef LaFrentz,12722500,2009,POR
Darius Miles,9000000,2009,POR
Joel Przybilla,6310150,2009,POR
Greg Oden,5011680,2009,POR
LaMarcus Aldridge,4631400,2009,POR
Steve Blake,4250000,2009,POR
Travis Outlaw,4000000,2009,POR
Martell Webster,3771133,2009,POR
Channing Frye,3163769,2009,POR
Brandon Roy,3084240,2009,POR
Jerryd Bayless,1993560,2009,POR
Michael Ruffin,1141838,2009,POR
Rudy Fernandez,1084080,2009,POR
Sergio Rodriguez,1048800,2009,POR
Nicolas Batum,1040640,2009,POR
Shavlik Randolph,826269,2009,POR
Darius Miles,9000000,2010,POR
Marcus Camby,7650000,2010,POR
Joel Przybilla,6857725,2010,POR
Andre Miller,6730800,2010,POR
LaMarcus Aldridge,5844827,2010,POR
Greg Oden,5361240,2010,POR
Martell Webster,4344000,2010,POR
Brandon Roy,3910816,2010,POR
Jerryd Bayless,2143080,2010,POR
Juwan Howard,1306455,2010,POR
Rudy Fernandez,1165320,2010,POR
Nicolas Batum,1118760,2010,POR
Dante Cunningham,457588,2010,POR
Patrick Mills,457588,2010,POR
Jeff Pendergraph,457588,2010,POR
Shavlik Randolph,88488,2010,POR
Anthony Tolliver,51983,2010,POR
Brandon Roy,13520500,2011,POR
Marcus Camby,11749832,2011,POR
LaMarcus Aldridge,11244000,2011,POR
Gerald Wallace,10500000,2011,POR
Andre Miller,7269264,2011,POR
Greg Oden,6760524,2011,POR
Wesley Matthews,5765000,2011,POR
Luke Babbitt,1645440,2011,POR
Elliot Williams,1254720,2011,POR
Rudy Fernandez,1246680,2011,POR
Nicolas Batum,1196760,2011,POR
Fabricio Oberto,992680,2011,POR
Patrick Mills,937195,2011,POR
Armon Johnson,473604,2011,POR
Chris Johnson,27859,2011,POR
Brandon Roy,16032144,2012,POR
LaMarcus Aldridge,12372000,2012,POR
Marcus Camby,11227250,2012,POR
Gerald Wallace,9500000,2012,POR
Raymond Felton,7560000,2012,POR
Wesley Matthews,6135160,2012,POR
Jamal Crawford,5000000,2012,POR
Nicolas Batum,2155365,2012,POR
Luke Babbitt,1768800,2012,POR
Greg Oden,1500000,2012,POR
Elliot Williams,1348800,2012,POR
Nolan Smith,1306920,2012,POR
Joel Przybilla,1145027,2012,POR
Craig Smith,992680,2012,POR
Chris Johnson,762195,2012,POR
Armon Johnson,762195,2012,POR
Brandon Roy,16359805,2013,POR
LaMarcus Aldridge,13500000,2013,POR
Nicolas Batum,10850000,2013,POR
Wesley Matthews,6505320,2013,POR
J.J. Hickson,4000000,2013,POR
Damian Lillard,3065040,2013,POR
Joel Freeland,3013512,2013,POR
Shawne Williams,2600000,2013,POR
Eric Maynor,2338721,2013,POR
Meyers Leonard,2126520,2013,POR
Luke Babbitt,1892280,2013,POR
Jared Jeffries,1475106,2013,POR
Elliot Williams,1442880,2013,POR
Nolan Smith,1404960,2013,POR
Victor Claver,1300000,2013,POR
Sasha Pavlovic,1232713,2013,POR
Will Barton,550000,2013,POR
LaMarcus Aldridge,14128000,2014,POR
Nicolas Batum,11295250,2014,POR
Wesley Matthews,6875480,2014,POR
Robin Lopez,5904261,2014,POR
Thomas Robinson,3526440,2014,POR
Damian Lillard,3202920,2014,POR
Dorell Wright,3000000,2014,POR
Joel Freeland,2897976,2014,POR
Mo Williams,2652000,2014,POR
C.J. McCollum,2316720,2014,POR
Meyers Leonard,2222160,2014,POR
Earl Watson,1399507,2014,POR
Victor Claver,1330000,2014,POR
Will Barton,788872,2014,POR
Brandon Roy,19317326,2015,POR
LaMarcus Aldridge,16006000,2015,POR
Nicolas Batum,11765500,2015,POR
Arron Afflalo,7750000,2015,POR
Wesley Matthews,7245640,2015,POR
Robin Lopez,6124728,2015,POR
Chris Kaman,4800000,2015,POR
Damian Lillard,3340920,2015,POR
Dorell Wright,3150000,2015,POR
Joel Freeland,3013512,2015,POR
C.J. McCollum,2421000,2015,POR
Meyers Leonard,2317920,2015,POR
Steve Blake,2077000,2015,POR
Alonzo Gee,1063384,2015,POR
Diante Garrett,915243,2015,POR
Allen Crabbe,862000,2015,POR
Tim Frazier,50734,2015,POR
Anderson Varejao,9638554,2016,POR
Al-Farouq Aminu,7500000,2016,POR
Ed Davis,7000000,2016,POR
Gerald Henderson,6000000,2016,POR
Chris Kaman,5000000,2016,POR
Damian Lillard,4236287,2016,POR
Meyers Leonard,3075880,2016,POR
Maurice Harkless,2894059,2016,POR
Brian Roberts,2854940,2016,POR
Mike Miller,2854940,2016,POR
Noah Vonleh,2637720,2016,POR
C.J. McCollum,2525160,2016,POR
Mason Plumlee,1415520,2016,POR
Allen Crabbe,947276,2016,POR
Tim Frazier,845059,2016,POR
Luis Montero,525093,2016,POR
Pat Connaughton,525093,2016,POR
Cliff Alexander,525093,2016,POR
Damian Lillard,24328425,2017,POR
Allen Crabbe,18500000,2017,POR
Evan Turner,16393443,2017,POR
Meyers Leonard,9213484,2017,POR
Maurice Harkless,8988764,2017,POR
Al-Farouq Aminu,7680965,2017,POR
Festus Ezeli,7400000,2017,POR
Ed Davis,6666667,2017,POR
C.J. McCollum,3219579,2017,POR
Noah Vonleh,2751360,2017,POR
Anderson Varejao,1984005,2017,POR
Jusuf Nurkic,1921320,2017,POR
Shabazz Napier,1350120,2017,POR
Pat Connaughton,874636,2017,POR
Jake Layman,600000,2017,POR
Damian Lillard,26153057,2018,POR
C.J. McCollum,23962573,2018,POR
Evan Turner,17131148,2018,POR
Maurice Harkless,10162922,2018,POR
Meyers Leonard,9904495,2018,POR
Al-Farouq Aminu,7319035,2018,POR
Ed Davis,6352531,2018,POR
Noah Vonleh,3505233,2018,POR
Zach Collins,3057240,2018,POR
Jusuf Nurkic,2947305,2018,POR
Andrew Nicholson,2844429,2018,POR
Shabazz Napier,2361360,2018,POR
Anderson Varejao,1913345,2018,POR
Pat Connaughton,1471382,2018,POR
Caleb Swanigan,1465920,2018,POR
Jake Layman,1312611,2018,POR
Festus Ezeli,333334,2018,POR
Chris Webber,11000000,2000,SAC
Vlade Divac,8837774,2000,SAC
Nick Anderson,5051906,2000,SAC
Corliss Williamson,3560000,2000,SAC
Lawrence Funderburke,2400000,2000,SAC
Jason Williams,1879920,2000,SAC
Kevin Gamble,1868750,2000,SAC
Peja Stojakovic,1310400,2000,SAC
Scot Pollard,1000000,2000,SAC
Jon Barry,800000,2000,SAC
Darrick Martin,572500,2000,SAC
Tyrone Corbin,510000,2000,SAC
Bill Wennington,510000,2000,SAC
Tony Delk,485000,2000,SAC
Ryan Robertson,301875,2000,SAC
Art Long,25000,2000,SAC
Chris Webber,12000000,2001,SAC
Vlade Divac,9640000,2001,SAC
Scot Pollard,3920000,2001,SAC
Nick Anderson,3750000,2001,SAC
Doug Christie,3140000,2001,SAC
Jon Barry,2730000,2001,SAC
Lawrence Funderburke,2700000,2001,SAC
Bobby Jackson,2250000,2001,SAC
Jason Williams,2011080,2001,SAC
Peja Stojakovic,1480000,2001,SAC
Hedo Turkoglu,1131240,2001,SAC
Darrick Martin,673500,2001,SAC
Roy Rogers,523500,2001,SAC
Jabari Smith,316969,2001,SAC
Chris Webber,12750000,2002,SAC
Vlade Divac,10444642,2002,SAC
Doug Christie,5200000,2002,SAC
Peja Stojakovic,5000000,2002,SAC
Scot Pollard,4344187,2002,SAC
Mike Bibby,4174893,2002,SAC
Brent Price,3680000,2002,SAC
Lawrence Funderburke,3025000,2002,SAC
Bobby Jackson,2475000,2002,SAC
Mateen Cleaves,1347480,2002,SAC
Hedo Turkoglu,1216080,2002,SAC
Gerald Wallace,797880,2002,SAC
Jabari Smith,465850,2002,SAC
Chris Webber,14343750,2003,SAC
Vlade Divac,11248076,2003,SAC
Mike Bibby,8500000,2003,SAC
Doug Christie,6250000,2003,SAC
Peja Stojakovic,5625000,2003,SAC
Scot Pollard,4826874,2003,SAC
Keon Clark,4546000,2003,SAC
Brent Price,4048000,2003,SAC
Lawrence Funderburke,3300000,2003,SAC
Bobby Jackson,2700000,2003,SAC
Mateen Cleaves,1441440,2003,SAC
Hedo Turkoglu,1300920,2003,SAC
Gerald Wallace,857760,2003,SAC
Jim Jackson,791341,2003,SAC
Damon Jones,637435,2003,SAC
Chris Webber,15937500,2004,SAC
Vlade Divac,12051510,2004,SAC
Mike Bibby,9500000,2004,SAC
Brad Miller,7000000,2004,SAC
Doug Christie,6900000,2004,SAC
Peja Stojakovic,6250000,2004,SAC
Lawrence Funderburke,3600000,2004,SAC
Bobby Jackson,2925000,2004,SAC
Tony Massenburg,1070000,2004,SAC
Anthony Peeler,1070000,2004,SAC
Gerald Wallace,917520,2004,SAC
Jabari Smith,638679,2004,SAC
Darius Songaila,366931,2004,SAC
Rodney Buford,145686,2004,SAC
Chris Webber,17531250,2005,SAC
Mike Bibby,10500000,2005,SAC
Brad Miller,7875000,2005,SAC
Doug Christie,7550000,2005,SAC
Peja Stojakovic,6875000,2005,SAC
Greg Ostertag,4000000,2005,SAC
Bobby Jackson,3150000,2005,SAC
Darius Songaila,1600000,2005,SAC
Kevin Martin,872040,2005,SAC
Matt Barnes,695046,2005,SAC
Maurice Evans,695046,2005,SAC
Erik Daniels,385277,2005,SAC
Courtney Alexander,79029,2005,SAC
Mike Bibby,11500000,2006,SAC
Brad Miller,8750000,2006,SAC
Bonzi Wells,8000000,2006,SAC
Peja Stojakovic,7500000,2006,SAC
Kenny Thomas,6500000,2006,SAC
Corliss Williamson,6000000,2006,SAC
Shareef Abdur-Rahim,5000000,2006,SAC
Brian Skinner,4950000,2006,SAC
Jason Hart,1540000,2006,SAC
Francisco Garcia,1016400,2006,SAC
Kevin Martin,937440,2006,SAC
Jamal Sampson,719373,2006,SAC
Ronnie Price,398762,2006,SAC
Mike Bibby,12500000,2007,SAC
Brad Miller,9625000,2007,SAC
Metta World Peace,7526316,2007,SAC
Kenny Thomas,7187500,2007,SAC
Corliss Williamson,6500000,2007,SAC
Shareef Abdur-Rahim,5400000,2007,SAC
John Salmons,4400000,2007,SAC
Vitaly Potapenko,3674584,2007,SAC
Jason Hart,1680000,2007,SAC
Quincy Douby,1240920,2007,SAC
Francisco Garcia,1092600,2007,SAC
Maurice Taylor,1065918,2007,SAC
Kevin Martin,1002840,2007,SAC
Ronnie Price,664209,2007,SAC
Loren Woods,300000,2007,SAC
Justin Williams,261724,2007,SAC
Sergei Monia,100000,2007,SAC
Louis Amundson,75000,2007,SAC
Kevin Martin,8760335,2009,SAC
Kenny Thomas,8562500,2009,SAC
Andres Nocioni,8000000,2009,SAC
Drew Gooden,7151183,2009,SAC
Bobby Jackson,6487888,2009,SAC
Mikki Moore,5632200,2009,SAC
Beno Udrih,5585000,2009,SAC
Ike Diogu,2912823,2009,SAC
Rashad McCants,2620126,2009,SAC
Spencer Hawes,2180760,2009,SAC
Francisco Garcia,1983454,2009,SAC
Jason Thompson,1893840,2009,SAC
Cedric Simmons,1742760,2009,SAC
Quincy Douby,1427040,2009,SAC
Calvin Booth,1319651,2009,SAC
Sam Cassell,1262275,2009,SAC
Donte Greene,971160,2009,SAC
Will Solomon,711517,2009,SAC
Larry Hughes,13655268,2010,SAC
Kenny Thomas,8775000,2010,SAC
Andres Nocioni,7500000,2010,SAC
Shareef Abdur-Rahim,6600000,2010,SAC
Beno Udrih,6031800,2010,SAC
Francisco Garcia,5800000,2010,SAC
Tyreke Evans,3610080,2010,SAC
Carl Landry,3000000,2010,SAC
Spencer Hawes,2332800,2010,SAC
Jason Thompson,2035920,2010,SAC
Mikki Moore,2000000,2010,SAC
Omri Casspi,1167000,2010,SAC
Donte Greene,1044000,2010,SAC
Sean May,884881,2010,SAC
Joey Dorsey,881000,2010,SAC
Ime Udoka,838034,2010,SAC
Dominic McGuire,825497,2010,SAC
Jon Brockman,457588,2010,SAC
Desmond Mason,76850,2010,SAC
Samuel Dalembert,13428129,2011,SAC
Beno Udrih,6478600,2011,SAC
Francisco Garcia,5500000,2011,SAC
Tyreke Evans,3880920,2011,SAC
DeMarcus Cousins,3374640,2011,SAC
Marquis Daniels,2470000,2011,SAC
Jason Thompson,2178000,2011,SAC
Omri Casspi,1254480,2011,SAC
Donte Greene,1116840,2011,SAC
Luther Head,992680,2011,SAC
Antoine Wright,992680,2011,SAC
Darnell Jackson,854389,2011,SAC
Jermaine Taylor,780871,2011,SAC
Marcus Thornton,762195,2011,SAC
Hassan Whiteside,730437,2011,SAC
Eugene Jeter,473604,2011,SAC
John Salmons,8500000,2012,SAC
Marcus Thornton,7000000,2012,SAC
Francisco Garcia,5800000,2012,SAC
Chuck Hayes,5250000,2012,SAC
Tyreke Evans,4151640,2012,SAC
DeMarcus Cousins,3627720,2012,SAC
Jason Thompson,3001284,2012,SAC
Travis Outlaw,3000000,2012,SAC
J.J. Hickson,2354537,2012,SAC
Jimmer Fredette,2238360,2012,SAC
Donte Greene,2015896,2012,SAC
Tyler Honeycutt,775000,2012,SAC
Hassan Whiteside,762195,2012,SAC
Isaiah Thomas,473604,2012,SAC
John Salmons,8083000,2013,SAC
Marcus Thornton,7525000,2013,SAC
Chuck Hayes,5486250,2013,SAC
Tyreke Evans,5251825,2013,SAC
Jason Thompson,5250000,2013,SAC
DeMarcus Cousins,3880800,2013,SAC
Aaron Brooks,3250000,2013,SAC
Travis Outlaw,3000000,2013,SAC
James Johnson,2812006,2013,SAC
Cole Aldrich,2445480,2013,SAC
Jimmer Fredette,2406240,2013,SAC
Patrick Patterson,2096760,2013,SAC
Toney Douglas,2067880,2013,SAC
Isaiah Thomas,762195,2013,SAC
Rudy Gay,17888931,2014,SAC
Marcus Thornton,8050000,2014,SAC
John Salmons,7583000,2014,SAC
Carl Landry,6500000,2014,SAC
Chuck Hayes,5722500,2014,SAC
Jason Thompson,5643750,2014,SAC
DeMarcus Cousins,4916974,2014,SAC
Luc Mbah a Moute,4588384,2014,SAC
Aaron Brooks,3396250,2014,SAC
Patrick Patterson,3105302,2014,SAC
Travis Outlaw,3000000,2014,SAC
Ben McLemore,2895960,2014,SAC
Jimmer Fredette,2439840,2014,SAC
Greivis Vasquez,2150188,2014,SAC
Isaiah Thomas,884293,2014,SAC
Rudy Gay,19317325,2015,SAC
DeMarcus Cousins,13701250,2015,SAC
Carl Landry,6500000,2015,SAC
Derrick Williams,6331404,2015,SAC
Jason Thompson,6037500,2015,SAC
Darren Collison,4797664,2015,SAC
Andre Miller,4625000,2015,SAC
Ben McLemore,3026280,2015,SAC
Nik Stauskas,2745840,2015,SAC
Reggie Evans,1768653,2015,SAC
Ryan Hollins,1316809,2015,SAC
Omri Casspi,1063384,2015,SAC
Wayne Ellington,923780,2015,SAC
Ray McCallum,816482,2015,SAC
Eric Moreland,507336,2015,SAC
Quincy Miller,107676,2015,SAC
David Stockton,29843,2015,SAC
David Wear,29843,2015,SAC
Sim Bhullar,29843,2015,SAC
DeMarcus Cousins,14728844,2016,SAC
Rudy Gay,12403101,2016,SAC
Rajon Rondo,9500000,2016,SAC
Kosta Koufos,7500000,2016,SAC
Marco Belinelli,6333333,2016,SAC
Darren Collison,5013559,2016,SAC
Willie Cauley-Stein,3398280,2016,SAC
Ben McLemore,3156600,2016,SAC
Omri Casspi,3000000,2016,SAC
Caron Butler,1499187,2016,SAC
James Anderson,1015421,2016,SAC
Quincy Acy,981348,2016,SAC
Seth Curry,947276,2016,SAC
Wayne Ellington,923670,2016,SAC
Eric Moreland,845059,2016,SAC
Duje Dukan,525093,2016,SAC
Marshall Henderson,35000,2016,SAC
Vince Hunter,35000,2016,SAC
Rudy Gay,13333333,2017,SAC
Arron Afflalo,12500000,2017,SAC
Tyreke Evans,10661286,2017,SAC
Kosta Koufos,8046500,2017,SAC
Anthony Tolliver,8000000,2017,SAC
Garrett Temple,8000000,2017,SAC
Matt Barnes,6125000,2017,SAC
Darren Collison,5229454,2017,SAC
Langston Galloway,5200000,2017,SAC
Ben McLemore,4008882,2017,SAC
Willie Cauley-Stein,3551160,2017,SAC
Buddy Hield,3517200,2017,SAC
Georgios Papagiannis,2202240,2017,SAC
Malachi Richardson,1439880,2017,SAC
Ty Lawson,1315448,2017,SAC
Skal Labissiere,1188840,2017,SAC
Wayne Ellington,923670,2017,SAC
Caron Butler,517220,2017,SAC
Lamar Patterson,100000,2017,SAC
Isaiah Cousins,100000,2017,SAC
Jordan Farmar,82979,2017,SAC
George Hill,20000000,2018,SAC
Zach Randolph,12307692,2018,SAC
Bogdan Bogdanovic,9470614,2018,SAC
Kosta Koufos,8393000,2018,SAC
Garrett Temple,8000000,2018,SAC
Vince Carter,8000000,2018,SAC
De\'Aaron Fox,4609200,2018,SAC
Willie Cauley-Stein,3704160,2018,SAC
Buddy Hield,3675480,2018,SAC
Justin Jackson,2365560,2018,SAC
Georgios Papagiannis,2301360,2018,SAC
Matt Barnes,2133542,2018,SAC
Anthony Tolliver,2000000,2018,SAC
Harry Giles,1859400,2018,SAC
Malachi Richardson,1504560,2018,SAC
Arron Afflalo,1500000,2018,SAC
Skal Labissiere,1312611,2018,SAC
Frank Mason,1184385,2018,SAC
Caron Butler,517220,2018,SAC
David Robinson,11592683,2000,SAS
Sean Elliott,5433333,2000,SAS
Tim Duncan,3858240,2000,SAS
Avery Johnson,3200000,2000,SAS
Antonio Daniels,2794920,2000,SAS
Samaki Walker,2716667,2000,SAS
Jaren Jackson,2483333,2000,SAS
Malik Rose,2285000,2000,SAS
Terry Porter,2000000,2000,SAS
Steve Kerr,1968750,2000,SAS
Mario Elie,1925000,2000,SAS
Jerome Kersey,1000000,2000,SAS
Felton Spencer,510000,2000,SAS
Andrew Gaze,460000,2000,SAS
Derrick Dial,301875,2000,SAS
Tim Duncan,10865250,2002,SAS
David Robinson,9500000,2002,SAS
Steve Smith,9000000,2002,SAS
Jaren Jackson,3020834,2002,SAS
Antonio Daniels,3000000,2002,SAS
Terry Porter,2400000,2002,SAS
Malik Rose,2285000,2002,SAS
Danny Ferry,1000000,2002,SAS
Mark Bryant,1000000,2002,SAS
Tony Parker,744480,2002,SAS
Bruce Bowen,715850,2002,SAS
Cherokee Parks,715850,2002,SAS
Stephen Jackson,590850,2002,SAS
Charles Smith,540850,2002,SAS
Amal McCaskill,465850,2002,SAS
Tim Duncan,12072500,2003,SAS
David Robinson,10500000,2003,SAS
Steve Smith,9900000,2003,SAS
Danny Ferry,4546000,2003,SAS
Malik Rose,4370000,2003,SAS
Bruce Bowen,3550000,2003,SAS
Steve Kerr,2625000,2003,SAS
Manu Ginobili,1325000,2003,SAS
Speedy Claxton,1076400,2003,SAS
Kevin Willis,1030000,2003,SAS
Tony Parker,800400,2003,SAS
Stephen Jackson,699935,2003,SAS
Mengke Bateer,512453,2003,SAS
Anthony Goldwire,139925,2003,SAS
Devin Brown,34946,2003,SAS
Tim Duncan,12676125,2004,SAS
Ron Mercer,6750000,2004,SAS
Rasho Nesterovic,5600000,2004,SAS
Malik Rose,4916250,2004,SAS
Robert Horry,4500000,2004,SAS
Bruce Bowen,3650000,2004,SAS
Hedo Turkoglu,1995611,2004,SAS
Manu Ginobili,1457500,2004,SAS
Kevin Willis,1070000,2004,SAS
Tony Parker,856200,2004,SAS
Anthony Carter,751179,2004,SAS
Jason Hart,638679,2004,SAS
Sean Marks,596295,2004,SAS
Devin Brown,563679,2004,SAS
Alex Garcia,366931,2004,SAS
Shane Heal,75615,2004,SAS
Tim Duncan,17429672,2007,SAS
Tony Parker,9450000,2007,SAS
Manu Ginobili,8254375,2007,SAS
Brent Barry,5117880,2007,SAS
Bruce Bowen,3750000,2007,SAS
Robert Horry,3315000,2007,SAS
Melvin Ely,3303813,2007,SAS
Francisco Elson,3000000,2007,SAS
Michael Finley,2889000,2007,SAS
Fabricio Oberto,2500000,2007,SAS
Jackie Butler,2200000,2007,SAS
Matt Bonner,2000000,2007,SAS
Jacque Vaughn,1071225,2007,SAS
Beno Udrih,967920,2007,SAS
James White,405435,2007,SAS
Tim Duncan,19014188,2008,SAS
Tony Parker,10500000,2008,SAS
Manu Ginobili,9079811,2008,SAS
Kurt Thomas,8091188,2008,SAS
Bruce Bowen,4125000,2008,SAS
Robert Horry,3630000,2008,SAS
Fabricio Oberto,3600000,2008,SAS
Michael Finley,3103000,2008,SAS
Matt Bonner,2678000,2008,SAS
Vassilis Spanoulis,1944000,2008,SAS
Jacque Vaughn,1219950,2008,SAS
Ime Udoka,1000000,2008,SAS
Ian Mahinmi,938760,2008,SAS
Damon Stoudamire,556438,2008,SAS
Keith Langford,272316,2008,SAS
Darius Washington,154847,2008,SAS
Jeremy Richardson,85932,2008,SAS
DerMarr Johnson,42203,2008,SAS
Marcus Williams,12890,2008,SAS
Tim Duncan,20598704,2009,SAS
Tony Parker,11550000,2009,SAS
Manu Ginobili,9905248,2009,SAS
Kurt Thomas,4200000,2009,SAS
Bruce Bowen,4000000,2009,SAS
Fabricio Oberto,3600000,2009,SAS
Roger Mason,3500000,2009,SAS
Matt Bonner,2987000,2009,SAS
Michael Finley,2500000,2009,SAS
Jacque Vaughn,1262275,2009,SAS
Ime Udoka,1080000,2009,SAS
Ian Mahinmi,1009200,2009,SAS
George Hill,1006200,2009,SAS
Malik Hairston,351091,2009,SAS
Anthony Tolliver,187248,2009,SAS
Blake Ahearn,125562,2009,SAS
Desmon Farmer,83708,2009,SAS
Austin Croshere,74251,2009,SAS
Tim Duncan,22183220,2010,SAS
Richard Jefferson,14200000,2010,SAS
Tony Parker,12600000,2010,SAS
Manu Ginobili,10728130,2010,SAS
Antonio McDyess,4500000,2010,SAS
Roger Mason,3780000,2010,SAS
Matt Bonner,3240380,2010,SAS
Michael Finley,2500000,2010,SAS
George Hill,1081680,2010,SAS
Ian Mahinmi,1079640,2010,SAS
Keith Bogans,1033342,2010,SAS
DeJuan Blair,850000,2010,SAS
Marcus Haislip,825497,2010,SAS
Malik Hairston,736420,2010,SAS
Tim Duncan,18700000,2011,SAS
Tony Parker,13500000,2011,SAS
Manu Ginobili,11854584,2011,SAS
Richard Jefferson,8400000,2011,SAS
Antonio McDyess,4860000,2011,SAS
Tiago Splitter,3400000,2011,SAS
Matt Bonner,3000000,2011,SAS
James Anderson,1361400,2011,SAS
George Hill,1157160,2011,SAS
DeJuan Blair,918000,2011,SAS
Chris Quinn,861978,2011,SAS
Gary Neal,525000,2011,SAS
